Name,Age Rating,Game Id,Install size,Platforms,Sources
Cube Destroyer,,440760,,PC (Windows),Steam
The Elder Scrolls V: Skyrim,PEGI 18,72850,,PC (Windows),Steam
Minion Masters,PEGI 12,489520,,PC (Windows),Steam
Remnants of Naezith,PEGI 7,590590,,PC (Windows),Steam
STAR WARS: Squadrons,PEGI 12,Origin.OFR.50.0003112,,PC (Windows),EA app
Secret Ponchos,PEGI 16,265750,,PC (Windows),Steam
Cursed Castilla (Maldita Castilla Ex),,43b30ef0-730b-44b2-abb3-c32dfb1c4029,,PC (Windows),Amazon
Regular Human Basketball,,661940,,PC (Windows),Steam
Back to Bed,PEGI 3,308040,,PC (Windows),Steam
Nyctophobia,,378100,,PC (Windows),Steam
Beyond Blue,PEGI 7,3a0cae9455844390ad00505a704d641e,,PC (Windows),Epic
The Elder Scrolls III: Morrowind GOTY Edition,PEGI 12,1435828767,,PC (Windows),GOG
Fallout: New Vegas,PEGI 18,22380,,PC (Windows),Steam
Fallout Shelter,PEGI 12,588430,,PC (Windows),Steam
The Secret of Monkey Island: Special Edition,,6ea8a67f-b21c-425b-9d1b-ce207e30ae2f,,PC (Windows),Amazon
Grand Theft Auto: Vice City,,12240,,PC (Windows),Steam
Subserial Network,,subserialnetwork_trove,,PC (Windows),Humble
As Far As The Eye,,1119700,,PC (Windows),Steam
Beholder,,475550,,PC (Windows),Steam
The Escapists 2,,Fowl,,PC (Windows),Epic
Jay and Silent Bob: Mall Brawl,,f975231e-641b-496c-865c-ef14b31b507a,,PC (Windows),Amazon
KONA,,e3477a8d-b638-434b-b4d0-559d5610059d,,PC (Windows),Amazon
DOOM 3: BFG Edition,PEGI 18,1135892318,,PC (Windows),GOG
On Rusty Trails,PEGI 7,277700,,PC (Windows),Steam
Onsen Master,,amzn1.adg.product.a8d9f18e-3b60-4565-aa23-40dc9e96f652,,PC (Windows),Amazon
Hell Let Loose,,686810,,PC (Windows),Steam
Build Wars,,816240,,PC (Windows),Steam
Lost Horizon 2,,3209409f-f01c-42a4-8edc-c0aca27f1933,,PC (Windows),Amazon
The Bridge,PEGI 3,Sunbird,,PC (Windows),Epic
Flux8 Bonus Content,,flux8_extracontent_Flux8 Bonus Content,,,Humble
"Baldur's Gate: Enhanced Edition",,amzn1.adg.product.5d35cae7-39d1-4e53-ba92-36004c4a5211,,PC (Windows),Amazon
Bastion,PEGI 12,107100,,PC (Windows),Steam
Lion Quest,,370130,,PC (Windows),Steam
Knockout City,PEGI 7,90f9ff166b404502a939ae217ff5109e,,PC (Windows),Epic
Cultist Simulator,,718670,702169088,PC (Windows),Steam
Moving Out,,996770,,PC (Windows),Steam
Angry Video Game Nerd Adventures,PEGI 16,237740,,PC (Windows),Steam
Head Shot,,485310,,PC (Windows),Steam
Dear Esther: Landmark Edition,PEGI 12,520720,,PC (Windows),Steam
BFF or Die,,5b857b61-570b-4b08-b37b-7455610de1f7,,PC (Windows),Amazon
Rising Storm/Red Orchestra 2 Multiplayer,,35450,,PC (Windows),Steam
The Sims 2 Ultimate Collection,PEGI 12,OFB-EAST:65636,,PC (Windows),EA app
Jill of the Jungle: The Complete Trilogy,,1129701343,,PC (Windows),GOG
Forged Battalion,,686260,,PC (Windows),Steam
El Ninja (Beta),,509840,,PC (Windows),Steam
System Shock: Enhanced Edition,,99d11652-3f58-42f6-8a57-34fb56419dd5,,PC (Windows),Amazon
Holy Potatoes! We’re in Space?!,PEGI 12,505730,,PC (Windows),Steam
Grand Theft Auto: Vice City,PEGI 18,12110,,PC (Windows),Steam
Mirage: Arcane Warfare,,368420,,PC (Windows),Steam
Monster Prom,,d1994ba2-45b0-476d-8c88-d655cef4e4f0,,PC (Windows),Amazon
HITMAN,PEGI 18,Barbet,,PC (Windows),Epic
Lake,,amzn1.adg.product.9d883273-8960-4ada-a67f-967d2141449c,,PC (Windows),Amazon
Shovel Knight Showdown,,amzn1.adg.product.4be63b3e-3d40-4b28-bfc0-2bb648a9e8d5,,PC (Windows),Amazon
Paradise Killer,,1160220,,PC (Windows),Steam
Indiana Jones and the Last Crusade,,amzn1.adg.product.7205721a-e8b0-4c7b-8bb2-ff22c4362baf,,PC (Windows),Amazon
Transistor,PEGI 12,237930,,PC (Windows),Steam
Tap Heroes,,371570,,PC (Windows),Steam
Space Warlord Organ Trading Simulator,,amzn1.adg.product.14d7b5ca-e847-40e7-95d0-a932885d4239,,PC (Windows),Amazon
Blackguards,PEGI 16,249650,,PC (Windows),Steam
The Supper,,1481527544,,PC (Windows),GOG
The Admin,,420300,,PC (Windows),Steam
Adventure Boy Cheapskate DX,,984510,,PC (Windows),Steam
The Stillness of the Wind,,amzn1.adg.product.a10b8ae4-785f-4aa9-bf60-844d9d0b5a25,,PC (Windows),Amazon
Nemo Dungeon,,356820,,PC (Windows),Steam
SpeedRunners,PEGI 7,207140,,PC (Windows),Steam
If Found,,1041920,,PC (Windows),Steam
Mothergunship,PEGI 7,ee5c6a659d0f478fba0049fa44429a1f,,PC (Windows),Epic
AER Memories of Old,,b3420df5-00d4-4884-96b6-1345637fd7d8,,PC (Windows),Amazon
Super Meat Boy,PEGI 12,40800,,PC (Windows),Steam
Outcast 1.1,,1207658853,,PC (Windows),GOG
Metro Last Light Redux,PEGI 18,Speedwell,,PC (Windows),Epic
Rebel Galaxy,PEGI 12,290300,,PC (Windows),Steam
Shenmue I & II,,758330,,PC (Windows),Steam
Vostok,,6c7be799-12fb-4f2d-8f6b-844483e42af8,,PC (Windows),Amazon
Headsnatchers,,797410,,PC (Windows),Steam
Agent Awesome,,345220,,PC (Windows),Steam
Stellaris,PEGI 7,281990,,PC (Windows),Steam
vApe Escape,,vapeescape_vApe Escape,,,Humble
Heave Ho,,1375e4bd-eb0e-4baa-b44a-b76a1cbcbf95,,PC (Windows),Amazon
Yono and the Celestial Elephants,,d0e01144-55d1-4d39-9c6d-99b851b3c660,,PC (Windows),Amazon
The Sexy Brutale,PEGI 12,552590,,PC (Windows),Steam
"Sid Meier's Civilization VI",PEGI 12,Kinglet,,PC (Windows),Epic
告死天使之言 Death angel,,1124090,,PC (Windows),Steam
Rain World,,amzn1.adg.product.8292d474-6625-4bcd-89c0-f7bf1763a69e,,PC (Windows),Amazon
Capcom Arcade Stadium,,1515950,,PC (Windows),Steam
"DON'T GIVE UP",,"dontgiveup_DON'T GIVE UP",,,Humble
DISTRAINT: Deluxe Edition,,395170,,PC (Windows),Steam
Fortune-499,,fortune499_Fortune-499,,,Humble
Must Dash Amigos,,1049820,,PC (Windows),Steam
Meeple Station,,900010,,PC (Windows),Steam
"Assassin's Creed Chronicles China",PEGI 16,1651,,PC (Windows),Ubisoft Connect
Titan Quest,PEGI 12,4540,,PC (Windows),Steam
King of the Monsters,,8f4bf0e4-4bda-42ca-851c-8523badc979c,,PC (Windows),Amazon
Totally Accurate Battlegrounds,,823130,,PC (Windows),Steam
Redout: Enhanced Edition,,1be5efb848844b1dabf9d67f8017a7ae,,PC (Windows),Epic
Surviving the Aftermath,,684450,,PC (Windows),Steam
Mr. Shifty,,a61e553f-2e92-42e9-96df-0e44fc838990,,PC (Windows),Amazon
Hector: Ep 3,,94620,,PC (Windows),Steam
STAR WARS Republic Commando,,amzn1.adg.product.334f1d96-0646-4e9b-9613-8747be0c7505,,PC (Windows),Amazon
Tharsis,PEGI 12,266d978cc221471787b597695cbb9a75,,PC (Windows),Epic
Orwell,PEGI 16,491950,,PC (Windows),Steam
"Q.U.B.E: Director's Cut",PEGI 12,amzn1.adg.product.476ea1d8-a621-4c11-a162-fa231c1a7a90,,PC (Windows),Amazon
Ruzh Delta Z,,370190,,PC (Windows),Steam
GARAGE: Bad Trip,,878580,,PC (Windows),Steam
The Escapists,PEGI 7,298630,,PC (Windows),Steam
Everything,PEGI 3,Pelican,,PC (Windows),Epic
Fallout: New Vegas Ultimate Edition,PEGI 18,1454587428,,PC (Windows),GOG
In Sound Mind,,1119980,,PC (Windows),Steam
Batman: Arkham City GOTY,PEGI 16,200260,,PC (Windows),Steam
Guacamelee! 2,PEGI 12,fab83c3bf3d449718e042d44369e7fb6,,PC (Windows),Epic
Gamedec - Definitive Edition,,917720,,PC (Windows),Steam
Deponia,PEGI 12,214340,,PC (Windows),Steam
Frog Detective 2: The Case of the Invisible Wizard,,1047220,,PC (Windows),Steam
Urbek City Builder Prologue,,1197512724,,PC (Windows),GOG
Bleed 2,PEGI 12,396350,,PC (Windows),Steam
Star Vikings Forever,,4adb1c6e-1e22-452a-9177-2f6eb5380710,,PC (Windows),Amazon
Juno: New Origins,,870200,,PC (Windows),Steam
Uurnog Uurnlimited,,e94696a4-61ce-4930-80ba-138c0da0b433,,PC (Windows),Amazon
Last Oasis,,903950,,PC (Windows),Steam
American Truck Simulator,PEGI 3,270880,,PC (Windows),Steam
Call of Cthulhu,PEGI 18,399810,,PC (Windows),Steam
AdVenture Capitalist,PEGI 3,346900,499073024,PC (Windows),Steam
Broforce,,4eb1ffc1-a9a8-417b-b867-d83e07a6dfc8,,PC (Windows),Amazon
Janosik - Highlander Precision Platformer,,1813565692,,PC (Windows),GOG
Syberia,,46500,,PC (Windows),Steam
Dream Of Mirror Online,,335820,,PC (Windows),Steam
Zero-K,,334920,,PC (Windows),Steam
Absolver,PEGI 12,473690,,PC (Windows),Steam
Race The Sun,PEGI 3,253030,,PC (Windows),Steam
Terra Lander Remastered,PEGI 3,338550,,PC (Windows),Steam
Business Tour - Online Multiplayer Board Game,,397900,,PC (Windows),Steam
Mark of the Ninja: Remastered,PEGI 16,860950,,PC (Windows),Steam
RUINER,PEGI 18,464060,,PC (Windows),Steam
Dear Esther,PEGI 12,203810,,PC (Windows),Steam
Sengoku 3,,cfe75f9c-4583-4efd-842a-a927958ae86e,,PC (Windows),Amazon
Valkyria Chronicles 4 Complete Edition,,790820,,PC (Windows),Steam
Encased,,921800,,PC (Windows),Steam
Baseball Stars 2,,ec16febb-a04e-44d0-8134-27c894f0f985,,PC (Windows),Amazon
Bloodstained: Ritual of the Night,,692850,,PC (Windows),Steam
Samorost 1,PEGI 3,2006298293,,PC (Windows),GOG
Rainy Season,,rainyseason_Rainy Season,,,Humble
Ultima  Underworld II,,1207662473,,PC (Windows),GOG
Under The Moon,,1386468605,,PC (Windows),GOG
BioShock Remastered,PEGI 18,409710,,PC (Windows),Steam
Hot Brass,,892860,,PC (Windows),Steam
Tomb Raider (VI): The Angel of Darkness,PEGI 12,225020,,PC (Windows),Steam
Grimm & Tonic,,942020,,PC (Windows),Steam
Batman Arkham Asylum Game of the Year Edition,PEGI 12,Godwit,,PC (Windows),Epic
Cosmic Express,,4c3b8c4b-1bf7-4893-9e20-d6a95063d243,,PC (Windows),Amazon
Golden Light,PEGI 12,0eeaae41305043f7a465310eb2cbaff9,,PC (Windows),Epic
The LEGO NINJAGO Movie Video Game,,640590,,PC (Windows),Steam
Project Delta,,1117572,,PC (Windows),itch.io
NAIRI: Tower of Shirin,,amzn1.adg.product.348da014-c2ff-44e7-8ea6-c8bb3e82b25c,,PC (Windows),Amazon
The Quarry,,1577120,,PC (Windows),Steam
The Textorcist,,50d8518151d0498b83ff5d18a7bdb68b,,PC (Windows),Epic
Autonauts,,amzn1.adg.product.0b68a840-3c80-4db2-9693-4b70540c8e40,,PC (Windows),Amazon
Yakuza Kiwami 2,,927380,,PC (Windows),Steam
Build-a-lot,,F2151T1L1,51564544,PC (Windows),Big Fish Games
Gunmetal Arcadia Zero,,gunmetalarcadiazero_trove,,PC (Windows),Humble
Rogue Legacy,,01f1e8046e9e433db190a611a0411579,,PC (Windows),Epic
Fobia - St. Dinfna Hotel,,1298140,,PC (Windows),Steam
Board Battlefield,,878080,,PC (Windows),Steam
THOR.N,,thorn_THOR.N,,,Humble
Sniper Ghost Warrior 3,,368070,,PC (Windows),Steam
Fez,PEGI 3,Bluebird,,PC (Windows),Epic
Z-World,,1182608,,PC (Windows),itch.io
The Surge 2,,644830,,PC (Windows),Steam
"A Glider's Journey",,1102500,,PC (Windows),Steam
ADOM (Ancient Domains Of Mystery),,333300,,PC (Windows),Steam
Intrusion 2,,214970,,PC (Windows),Steam
"I, Hope",,556a4404-a3f6-4ac4-8e0a-c1b4e9787255,,PC (Windows),Amazon
WORLD END ECONOMiCA episode.02,,368160,,PC (Windows),Steam
DARK SOULS II: Scholar of the First Sin,PEGI 16,335300,,PC (Windows),Steam
The Spectrum Retreat,,99b3c529-785f-4b7d-b448-1a25d4b3d21c,,PC (Windows),Amazon
Earthlock,,fca4cb06-9ea9-4dab-98fd-b2bdcd2c51c2,,PC (Windows),Amazon
Overcooked! 2,,728880,,PC (Windows),Steam
Battlerite,,504370,,PC (Windows),Steam
SWINE HD Remaster,,944010,,PC (Windows),Steam
"Assassin's Creed III",PEGI 18,54,,PC (Windows),Ubisoft Connect
Autonauts vs Piratebots,,1907720,,PC (Windows),Steam
Rogue Heroes: Ruins of Tasos,,amzn1.adg.product.1f9ca5dd-6835-40ee-8ab8-946ebd636caa,,PC (Windows),Amazon
Half-Life Deathmatch: Source,,360,,PC (Windows),Steam
Squad - Public Testing,,774941,,PC (Windows),Steam
Secret Files: Sam Peters,,amzn1.adg.product.9309e573-f790-4f1a-a285-d821cb7cf583,,PC (Windows),Amazon
Metro: Last Light Redux,PEGI 18,287390,,PC (Windows),Steam
"The Crow's Eye",,amzn1.adg.product.7a7cba4b-e22f-4b25-a3b2-70d513306430,,PC (Windows),Amazon
Melbits,,ec85a9d6-9e83-40c6-9068-c02fdfaac4c2,,PC (Windows),Amazon
Kingdom Come Deliverance,PEGI 18,Eel,,PC (Windows),Epic
Renzo Racer,PEGI 3,12499651,,PC (Windows),Indiegala
Card City Nights,,cardcitynights_Card City Nights,,,Humble
Night Call,,680380,,PC (Windows),Steam
Pathfinder: Kingmaker,,640820,,PC (Windows),Steam
Sin Slayers: The First Sin,,1603656118,,PC (Windows),GOG
Wanderlust,,729670,,PC (Windows),Steam
NightMaresToBe,,1694810,,PC (Windows),Steam
Destiny 2,PEGI 16,592c359fb0e0413fb46dee2d24448eb4,,PC (Windows),Epic
Stealth Bastard Deluxe,,70ec0894-2707-4822-8f6d-b133eff339dd,,PC (Windows),Amazon
Wolfenstein: The New Order,PEGI 18,1943729964,,PC (Windows),GOG
Blasphemous,,774361,,PC (Windows),Steam
"The Bard's Tale Trilogy",,843260,,PC (Windows),Steam
John Wick Hex,,1405790,,PC (Windows),Steam
Table Manners,,3ef92bf8-14d8-42db-bdf6-dd376eab0617,,PC (Windows),Amazon
Battle vs Chess,PEGI 12,211050,,PC (Windows),Steam
Foretales,,amzn1.adg.product.18ab88f2-82c7-4418-b9bb-dd14e8751d2a,,PC (Windows),Amazon
SAMURAI SHODOWN NEOGEO COLLECTION,PEGI 16,75553c71fa1744a4be89f71d5b862eae,,PC (Windows),Epic
Western Press,PEGI 12,377360,,PC (Windows),Steam
Forgive Me Father,,1590910,,PC (Windows),Steam
Septerra Core,,253940,,PC (Windows),Steam
Batman Arkham Knight,PEGI 18,Cowbird,,PC (Windows),Epic
THE TEAR,,1010330,,PC (Windows),Steam
Owlboy,PEGI 7,115800,,PC (Windows),Steam
TOHU,,1075200,,PC (Windows),Steam
BioShock Infinite,PEGI 18,8870,,PC (Windows),Steam
Ironclad,,fa610758-0d0f-4af2-a17c-caf61177cfe7,,PC (Windows),Amazon
Quake II RTX,,1089130,,PC (Windows),Steam
The Drone Racing League Simulator,PEGI 3,5cd54ad0ead447738bd9552b3d2a105b,,PC (Windows),Epic
Shadow Tactics: Blades of the Shogun,PEGI 16,418240,,PC (Windows),Steam
Slain: Back From Hell,PEGI 7,d8a4c98b5020483881eb7f0c3fc4cea3,,PC (Windows),Epic
Control Craft 2,,439930,,PC (Windows),Steam
Yojimbrawl,,yojimbrawl_trove,,PC (Windows),Humble
Little Inferno,PEGI 12,221260,,PC (Windows),Steam
Saints Row 2,PEGI 18,9480,,PC (Windows),Steam
Once Upon a Jester,,amzn1.adg.product.028b3ce6-d6d4-4501-b294-b7815f06fe24,,PC (Windows),Amazon
HackyZack,PEGI 3,508530,,PC (Windows),Steam
Victoria II,PEGI 12,42960,,PC (Windows),Steam
Hellpoint: The Thespian Feast,,1719140891,,PC (Windows),GOG
Descenders,,681280,,PC (Windows),Steam
F.E.X (Forced Evolution Experiment),,655700,,PC (Windows),Steam
Aeve:Zero Gravity,,788510,,PC (Windows),Steam
Scanner Sombre,,475190,,PC (Windows),Steam
Roman Sands,,romansands_Roman Sands,,,Humble
The End is Nigh,PEGI 16,Statice,,PC (Windows),Epic
Battle Chef Brigade,PEGI 7,452570,,PC (Windows),Steam
Europa Universalis: Rome - Vae Victis,,23440,,PC (Windows),Steam
Neverwinter Nights Diamond,,1207658890,,PC (Windows),GOG
Shady Knight,,shadyknight_Shady Knight,,,Humble
Tannenberg,PEGI 18,ecfdc10170eb49b6b61cf16b3aa36d56,,PC (Windows),Epic
Rocket League,PEGI 3,Sugar,,PC (Windows),Epic
The Running Man,,1343970,,PC (Windows),Steam
"Oddworld: Abe's Oddysee",,1207658705,,PC (Windows),GOG
Offworld Trading Company,PEGI 3,271240,,PC (Windows),Steam
Football Manager 2022 Resource Archiver,,678fd78b68e7432b82d6cbc2928d33fb,,PC (Windows),Epic
Chicken Police,,1084640,,PC (Windows),Steam
Gone Viral,,amzn1.adg.product.90683494-2e3f-45c8-91cb-c35d659fad55,,PC (Windows),Amazon
ORBITAL,,506670,,PC (Windows),Steam
"Sam & Max 205: What's New Beelzebub?",,8300,,PC (Windows),Steam
Spirit Of The Island,,1592110,,PC (Windows),Steam
WARSAW RISING: City of Heroes,,1026420,,PC (Windows),Steam
Nephise Begins,,628950,,PC (Windows),Steam
Emily is Away <3,,978460,,PC (Windows),Steam
Zwei: The Ilvard Insurrection,,427700,,PC (Windows),Steam
qop 2,,757330,,PC (Windows),Steam
It came from space and ate our brains,PEGI 7,342620,,PC (Windows),Steam
ANIMALITY,PEGI 3,576470,,PC (Windows),Steam
The King of Fighters 2003,,amzn1.adg.product.256e229f-071e-4cd4-a459-a48cd0abfb36,,PC (Windows),Amazon
XCOM 2,PEGI 16,268500,,PC (Windows),Steam
Fortified,,334210,,PC (Windows),Steam
Fling to the Finish,,1054430,,PC (Windows),Steam
"Deadlight: Director's Cut",,bb3a962e-180e-47c2-b2ea-9790fd7d521f,,PC (Windows),Amazon
Lorelai,,1128886553,,PC (Windows),GOG
The Elder Scrolls Online,PEGI 18,4d0ff75b922447649057c237c0bd1545,,PC (Windows),Epic
Keyboard Sports,,keyboardsports_Keyboard Sports,,,Humble
Shadowrun Returns,PEGI 12,234650,,PC (Windows),Steam
Crazy Machines 3,,351920,,PC (Windows),Steam
Project Winter,,774861,,PC (Windows),Steam
"Fell Seal: Arbiter's Mark",,amzn1.adg.product.2d4ef15f-791f-444d-a655-6dd3529fca6e,,PC (Windows),Amazon
Dexter Stardust: Adventures in Outer Space,,amzn1.adg.product.0d9fd292-f386-406f-895b-a9385d3dfcb5,,PC (Windows),Amazon
Yuppie Psycho,PEGI 16,597760,,PC (Windows),Steam
Zuria,,2012650,,PC (Windows),Steam
Outlast,PEGI 18,outlast_Outlast,,,Humble
I’m not a Monster,,826600,,PC (Windows),Steam
Torchlight II,PEGI 12,8e425d507bd6473dbb927f0fea8ef4f6,,PC (Windows),Epic
Lost Planet 3,PEGI 16,226720,,PC (Windows),Steam
Subnautica,PEGI 7,Jaguar,,PC (Windows),Epic
Mitsurugi Kamui Hikae,PEGI 12,263620,,PC (Windows),Steam
Beyond The Wire,,1058650,,PC (Windows),Steam
Fort Triumph,PEGI 12,320ba4df8b36412d983ffcffd3e0e8f0,,PC (Windows),Epic
Chess Ultra,,fc0b13b7b17b4a46933756fb2786cdc4,,PC (Windows),Epic
Sluggish Morss Pattern Circus,,sluggishmorsspatterncircus_trove,,PC (Windows),Humble
Edgar - Bokbok in Boulzac,,3a84959a-d38d-4b35-a986-34b7906cc9ca,,PC (Windows),Amazon
METAL GEAR SOLID V: GROUND ZEROES,PEGI 18,311340,,PC (Windows),Steam
Partial Control,,1001230,,PC (Windows),Steam
Almericus - Scarred Islands,,1696231,,PC (Windows),itch.io
Mortal Shell,PEGI 16,0055e45ce7654c55aade646467349e83,,PC (Windows),Epic
"Five Nights at Freddy's 3",PEGI 12,354140,,PC (Windows),Steam
Crusader Kings III,,1158310,,PC (Windows),Steam
Yury,,321950,,PC (Windows),Steam
Hollow Knight (Sneak Peek),PEGI 7,hollowknight_sneakpeek_Hollow Knight (Sneak Peek),,,Humble
Galactic Civilizations III,PEGI 12,226860,,PC (Windows),Steam
Ape Out,,b95426ba-9d31-46e2-9475-80061ba6d85f,,PC (Windows),Amazon
"Doomdark's Revenge",PEGI 7,1207660693,,PC (Windows),GOG
Crusader Kings Complete,PEGI 3,204940,,PC (Windows),Steam
Cities in Motion,PEGI 3,73010,,PC (Windows),Steam
Majesty 2 Collection,,b2dfa643-b116-4e3c-afe0-e73ae98a32ad,,PC (Windows),Amazon
Bionic Commando Rearmed,PEGI 18,21680,,PC (Windows),Steam
Aegis Defenders,PEGI 7,371140,,PC (Windows),Steam
Knockout City,PEGI 7,Origin.OFR.50.0004660,,PC (Windows),EA app
Unturned,PEGI 16,304930,,PC (Windows),Steam
"Lovecraft's Untold Stories",PEGI 16,1674669448,,PC (Windows),GOG
Pillars of Eternity - Definitive Edition,,bcc75c246fe04e45b0c1f1c3fd52503a,,PC (Windows),Epic
Panzer Paladin,,975510,,PC (Windows),Steam
High Hell,,498bb66a-c291-41f4-a3ef-35a544cdb7eb,,PC (Windows),Amazon
Guacamelee! 2,PEGI 12,534550,,PC (Windows),Steam
Strider,PEGI 12,235210,,PC (Windows),Steam
The Confines Of The Crown,,356530,,PC (Windows),Steam
Wallace & Gromit: Fright of the Bumblebees,,amzn1.adg.product.cc25ccb6-449e-4d2c-a435-af2a6e6297c4,,PC (Windows),Amazon
Party Hard 2 Alpha,,partyhard2_alpha_Party Hard 2 Alpha,,,Humble
Satellite Reign,,268870,,PC (Windows),Steam
Anarcute,,62a1f06b-e81e-4f53-9cb3-1daf83fb925b,,PC (Windows),Amazon
Steredenn,,08d1b39d-3b89-4a09-ad71-50bd0891a79c,,PC (Windows),Amazon
Jalopy,PEGI 3,446020,,PC (Windows),Steam
Clatter,,602770,,PC (Windows),Steam
Pathway,,8fceb562623c430db9bb6abf0549c43e,,PC (Windows),Epic
Sleeping Dogs: Definitive Edition,PEGI 18,307690,,PC (Windows),Steam
fistful of nothing,,fistfulofnothing_fistful of nothing,,,Humble
Scribblenauts Unlimited,PEGI 12,218680,,PC (Windows),Steam
SteamWorld Heist,,2d7b207c-0e17-4444-8555-47eaecabae57,,PC (Windows),Amazon
Ultra Street Fighter IV,PEGI 12,45760,,PC (Windows),Steam
Starbound - Unstable,,367540,,PC (Windows),Steam
Pirates of Black Cove Gold,,254040,,PC (Windows),Steam
Samurai Shodown II,,05996bea-0bdf-42a9-970b-02c76b663ca9,,PC (Windows),Amazon
Shining Resonance Refrain,,809890,,PC (Windows),Steam
Mega Coin Squad,PEGI 12,312510,,PC (Windows),Steam
Realms of the Haunting,,292390,,PC (Windows),Steam
Book of Demons,,449960,,PC (Windows),Steam
Blockstorm,,263060,,PC (Windows),Steam
"Baldur's Gate II: Enhanced Edition",,amzn1.adg.product.852e8b11-4233-42dc-be63-89f2ea9ce78f,,PC (Windows),Amazon
Astebreed: Definitive Edition,PEGI 12,283680,,PC (Windows),Steam
Cyberpunk 2077 Goodies Collection,,1486144755,,PC (Windows),GOG
"Honey, I Joined a Cult",,841190,,PC (Windows),Steam
Roadwarden,,1155970,,PC (Windows),Steam
"Fiendish Freddy's Big Top o' Fun",,1680154175,,PC (Windows),GOG
Pumpkin Jack,,1186640,,PC (Windows),Steam
Adventures With a Girl,,1136704,,PC (Windows),itch.io
The Textorcist: The Story of Ray Bibbia,,940680,,PC (Windows),Steam
Iratus,PEGI 12,82ab0adb6e0b41bea531fcbb0c43cfc7,,PC (Windows),Epic
Basement,,340150,,PC (Windows),Steam
The Serpent Rogue,,1453790,,PC (Windows),Steam
PlanetSide 2,PEGI 16,218230,,PC (Windows),Steam
Hokko Life,,824000,,PC (Windows),Steam
PLANET ALPHA,,485030,,PC (Windows),Steam
Skyrim Script Extender (SKSE),,365720,,PC (Windows),Steam
Vampire: The Masquerade - Bloodhunt,,760160,,PC (Windows),Steam
Ageless,,1210150,,PC (Windows),Steam
Absolute Tactics: Daughters of Mercy,,amzn1.adg.product.76af1223-346e-4e60-9252-65aed729c037,,PC (Windows),Amazon
Metrico+,PEGI 3,373990,,PC (Windows),Steam
Cthulhu Saves the World ,,107310,,PC (Windows),Steam
Street Racing Syndicate,PEGI 16,292410,,PC (Windows),Steam
"Jazzpunk: Director's Cut",PEGI 12,250260,,PC (Windows),Steam
Armored Fighter,,952370,,PC (Windows),Steam
Double Cross,,e3bc3283-5464-4946-80b8-8ac1401f7b16,,PC (Windows),Amazon
Volantia: Kingdom in the Sky,,volantia_Volantia: Kingdom in the Sky,,,Humble
The Last Blade,,4f847c19-70db-4f81-b89c-471d686344e4,,PC (Windows),Amazon
Brothers: A Tale of Two Sons,,amzn1.adg.product.c24c4c69-8211-459c-b65b-5c6540d20270,,PC (Windows),Amazon
Tiltagon,,432260,,PC (Windows),Steam
Super Meat Boy,PEGI 12,Buffalo,,PC (Windows),Epic
"Retired Men's Nude Beach Volleyball",,"retiredmensnudebeachvolleyball_Retired Men's Nude Beach Volleyball",,,Humble
Fran Bow,PEGI 18,362680,,PC (Windows),Steam
PlanetSide 2 - Test,,1083500,,PC (Windows),Steam
F1 2018,,737800,,PC (Windows),Steam
Hacknet,PEGI 16,hacknet_Hacknet,,,Humble
Lead and Gold - Gangs of the Wild West,,42120,,PC (Windows),Steam
Floating Point,,302380,,PC (Windows),Steam
Poly Bridge,PEGI 3,367450,,PC (Windows),Steam
Silence,PEGI 12,314790,,PC (Windows),Steam
ARK: Survival Of The Fittest,,407530,,PC (Windows),Steam
Puzzle Monarch: Nile River,,938840,,PC (Windows),Steam
RuneScape,,1343400,,PC (Windows),Steam
Deep Rock Galactic,PEGI 16,548430,,PC (Windows),Steam
Auto Age: Standoff,,458680,,PC (Windows),Steam
Dishonored - Definitive Edition,PEGI 18,d2da64bd4c4e422da4b1a88041492a3a,,PC (Windows),Epic
The Elder Scrolls V: Skyrim Special Edition,PEGI 18,489830,,PC (Windows),Steam
Omno,,969760,,PC (Windows),Steam
Old School RuneScape,,1343370,,PC (Windows),Steam
Halcyon 6,PEGI 12,b9e848fc5e844f4285b0624789476664,,PC (Windows),Epic
Skyraine,,679430,,PC (Windows),Steam
Turmoil,,9f710b74-9960-4411-bdfc-3cd846ca812c,,PC (Windows),Amazon
TAIKU MANSION,,529760,,PC (Windows),Steam
Wizardry 6: Bane of the Cosmic Forge,,fcb11650-bb41-4fd8-a347-34b73f0934a5,,PC (Windows),Amazon
qop 3,,864300,,PC (Windows),Steam
Full Metal Furies,PEGI 7,416600,,PC (Windows),Steam
Star Wars: Jedi Knight - Jedi Academy,,amzn1.adg.product.0127edd7-4a35-4991-ab79-ff7601a699da,,PC (Windows),Amazon
Heaven Forest - VR MMO,,476480,,PC (Windows),Steam
Hyper Light Drifter,PEGI 12,Parakeet,,PC (Windows),Epic
Rise of Industry,PEGI 3,cf6c487e39a14113b75d1f625fed1da7,,PC (Windows),Epic
Au Sable,,13087,,PC (Windows),itch.io
Dirty Bomb,,333930,,PC (Windows),Steam
Higurashi When They Cry Hou - Ch.1 Onikakushi,,1532671653,,PC (Windows),GOG
No Time To Explain Remastered,,368730,,PC (Windows),Steam
Sam & Max 204: Chariots of the Dogs,,8290,,PC (Windows),Steam
Super Daryl Deluxe,PEGI 12,361230,,PC (Windows),Steam
