Name,Age Rating,Game Id,Install size,Platforms,Sources
Blazing Star,,30af9c0e-6dfa-457a-a8af-eab5f243ea80,,PC (Windows),Amazon
Psychonauts,PEGI 12,3830,,PC (Windows),Steam
Jurassic World Evolution 2,,1244460,,PC (Windows),Steam
F.E.A.R.: Perseus Mandate,PEGI 18,21120,,PC (Windows),Steam
BAFL - Brakes Are For Losers,,amzn1.adg.product.23434d56-fe28-4ba1-ba71-e04c90abbb96,,PC (Windows),Amazon
MORDHAU,PEGI 18,629760,,PC (Windows),Steam
Zup! Zero 2,,658550,,PC (Windows),Steam
Icewind Dale: Enhanced Edition,,amzn1.adg.product.484268fa-d1e7-4754-ad8d-a5181f12f8b0,,PC (Windows),Amazon
World to the West,PEGI 7,530020,,PC (Windows),Steam
"Sherlock Holmes: The Devil's Daughter",,6119ce91-31d4-48dc-9084-e94c8d4c4c26,,PC (Windows),Amazon
Sunrider: Mask of Arcadius,,1748855533,,PC (Windows),GOG
FRAMED Collection,PEGI 16,322450,,PC (Windows),Steam
Hover,,66d610ba-d613-4607-8593-206a5fca2d61,,PC (Windows),Amazon
Sheltered,PEGI 12,b9af0845f9d64b0d9e851d9811141f67,,PC (Windows),Epic
"Filthy, Stinking, Orcs!",,"filthystinkingorcs_Filthy, Stinking, Orcs!",,,Humble
Stick it to the Man,,ad9998ac-f86d-488e-8d63-727b2d781429,,PC (Windows),Amazon
Among the Sleep - Enhanced Edition,,aa78f7be2ee64193b6b6444c5fc50157,,PC (Windows),Epic
"LEGO Builder's Journey",PEGI 3,806f3b7734764e2498962ce7b55c0dda,,PC (Windows),Epic
REQUIEM,,809453,,PC (Windows),itch.io
Spectrum,PEGI 3,420360,,PC (Windows),Steam
Manual Samuel,,dceac06b-afa9-441c-bcd1-35783bcf87e8,,PC (Windows),Amazon
Chime Sharp,PEGI 3,326520,,PC (Windows),Steam
Evoland Legendary Edition,,1020470,,PC (Windows),Steam
ARK: Survival Evolved,PEGI 16,aafc587fbf654758802c8e41e4fb3255,,PC (Windows),Epic
Dragon Age: Inquisition,PEGI 18,Origin.OFR.50.0000483,,PC (Windows),EA app
Wizard of Legend,,19ae680d-5c1e-42f6-a276-5a556b40e812,,PC (Windows),Amazon
Master Spy,PEGI 12,331190,,PC (Windows),Steam
Space Farmers,,271570,,PC (Windows),Steam
Mass Effect 2,,OFB-EAST:56694,,PC (Windows),EA app
Tales of Berseria,PEGI 16,429660,,PC (Windows),Steam
Aztez,,Grunt,,PC (Windows),Epic
Black Mesa,,362890,,PC (Windows),Steam
Overcast - Walden and the Werewolf,,17675418,,PC (Windows),Indiegala
Legend of Keepers,,978520,,PC (Windows),Steam
Lawn Mowing Simulator,PEGI 3,7a555b9dd80a4992a6ea33fe3f6b13c8,,PC (Windows),Epic
Disco Noire,,1348837,,PC (Windows),itch.io
Spellbreak,PEGI 12,Newt,,PC (Windows),Epic
Relic Hunters Zero: Remix,,382490,,PC (Windows),Steam
Hitchhiker,PEGI 12,hitchhiker_trove,,PC (Windows),Humble
The Elder Scrolls IV: Oblivion ,PEGI 16,22330,,PC (Windows),Steam
Hell is other demons,PEGI 7,5ade01bafec54a148024665ce978b2a4,,PC (Windows),Epic
Max: The Curse of Brotherhood,,4b011bc8-4e03-4473-b09f-62f655c2aae9,,PC (Windows),Amazon
"Let's Draw",,575490,,PC (Windows),Steam
Operation Flashpoint: Dragon Rising,PEGI 18,12830,,PC (Windows),Steam
Yakuza 4 Remastered,,1105500,,PC (Windows),Steam
Half-Life: Source,,280,,PC (Windows),Steam
"Cook, Serve, Delicious! 3?!",PEGI 7,680599141dc14accb456887a2be3ac0c,,PC (Windows),Epic
Warlock 2: the Exiled,,205990,,PC (Windows),Steam
DiRT Rally 2.0,,690790,,PC (Windows),Steam
The Henry Stickmin Collection,,1089980,,PC (Windows),Steam
"Alan Wake's American Nightmare",PEGI 18,Condor,,PC (Windows),Epic
Snake Pass,PEGI 3,544330,,PC (Windows),Steam
Lawn Mowing Simulator,,amzn1.adg.product.46f0c5e1-82b2-449c-bb68-98974a1eb59b,,PC (Windows),Amazon
Zodiac XX,,zodiacxx_Zodiac XX,,,Humble
"Farmer's Dynasty",,678900,,PC (Windows),Steam
Prismata,,490220,,PC (Windows),Steam
Balconing Simulator 2020,,balconingsimulator2020_Balconing Simulator 2020,,,Humble
The Deer,,400240,,PC (Windows),Steam
Wallace & Gromit: The Last Resort,,amzn1.adg.product.93ff4a57-6134-407d-8b18-7c9152ac6de3,,PC (Windows),Amazon
Back to the Future: Ep 3 - Citizen Brown,,94510,,PC (Windows),Steam
Booth,,booth_Booth,,,Humble
Rivals of Aether,PEGI 7,383980,,PC (Windows),Steam
The Ship Single Player,,2420,,PC (Windows),Steam
Headlander,,e0df48ae-2a71-4ffa-a888-5fd1f6a15d45,,PC (Windows),Amazon
Guns of Icarus Alliance,PEGI 12,608800,,PC (Windows),Steam
Into The Mist 2: The Cult,,259163,,PC (Windows),itch.io
Zero G Arena,,467820,,PC (Windows),Steam
Cepheus Protocol,,979640,,PC (Windows),Steam
Half-Life,PEGI 16,70,,PC (Windows),Steam
Warframe,,398965b67f314d31b0683b8ea11c93a4,,PC (Windows),Epic
Styx: Master of Shadows,PEGI 16,242640,,PC (Windows),Steam
Pathologic 2,,505230,,PC (Windows),Steam
Mighty Fight Federation,PEGI 12,c9a6ab84f1ea48afb2317a9429a0da9a,,PC (Windows),Epic
Mass Effect Legendary Edition,PEGI 18,Origin.OFR.50.0005033,,PC (Windows),EA app
防疫英雄,,2014390,,PC (Windows),Steam
Zup! X,,508900,,PC (Windows),Steam
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,PEGI 18,15013068,,PC (Windows),Indiegala
GRIS,,683320,,PC (Windows),Steam
Project Wingman,,895870,,PC (Windows),Steam
Lara Croft GO,PEGI 7,540840,,PC (Windows),Steam
Dreadlands Beta,,759510,,PC (Windows),Steam
Loadout Campaign Beta,,238590,,PC (Windows),Steam
SUPERHOT,PEGI 12,322500,,PC (Windows),Steam
Snake Revenge,,110970,,PC (Windows),itch.io
Bridge Constructor Playground,,90dd5458-e86e-4324-b129-541d4649587b,,PC (Windows),Amazon
Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,,14942794,,PC (Windows),Indiegala
Sorbetta: Gravely in Debt,,1231740,,PC (Windows),Steam
Drake Hollow,,739650,,PC (Windows),Steam
PUSS!,,719750,,PC (Windows),Steam
The Darkest Tales - Into the Nightmare,PEGI 16,1358213898,,PC (Windows),GOG
GRIME,,1123050,,PC (Windows),Steam
Zombie Night Terror,PEGI 16,416680,,PC (Windows),Steam
Mr Shifty,PEGI 16,489140,,PC (Windows),Steam
Kingsway,,3f195563-44e3-4e66-b733-efff6347d274,,PC (Windows),Amazon
Paladins - Public Test,,596350,,PC (Windows),Steam
Hue,,2ebae692-5e13-4ee1-a4bd-1f901bac77c6,,PC (Windows),Amazon
Master Arena,,704020,,PC (Windows),Steam
Heavy Bullets,,c7325e58-5895-4667-81a2-1854397fbb43,,PC (Windows),Amazon
Axiom Verge,PEGI 12,Puffin,,PC (Windows),Epic
Constructor Classic 1997,PEGI 16,1207658826,,PC (Windows),GOG
StarCraft,,S1,,PC (Windows),Battle.net
ZombieThon,,718270,,PC (Windows),Steam
Crusader Kings II,PEGI 12,203770,,PC (Windows),Steam
Talisman: Prologue,PEGI 7,258200,,PC (Windows),Steam
Left 4 Dead,PEGI 18,500,,PC (Windows),Steam
Jotun: Valhalla Edition,,24759327-eff1-46c5-8670-09cf5afb5bb3,,PC (Windows),Amazon
KnightShift,PEGI 12,254060,,PC (Windows),Steam
ORION: Prelude,,104900,,PC (Windows),Steam
World of Goo,PEGI 3,Anemone,,PC (Windows),Epic
Sword Legacy Omen,,690140,,PC (Windows),Steam
Battlerite Public Test,,427460,,PC (Windows),Steam
Smile For Me,,1018850,,PC (Windows),Steam
Epistory,,e47db7ce-ed45-49f8-9309-6e4c189f9176,,PC (Windows),Amazon
"Q.U.B.E: Director's Cut",PEGI 12,239430,,PC (Windows),Steam
So Many Cubes,,513590,,PC (Windows),Steam
Puzzle Agent 2,,amzn1.adg.product.deb00d63-00c9-4d80-ae82-2675d328ff07,,PC (Windows),Amazon
Sam & Max 301: The Penal Zone,PEGI 12,31220,,PC (Windows),Steam
Behind the Frame: The Finest Scenery,,1634150,,PC (Windows),Steam
Ozymandias: Bronze Age Empire Sim,,1166262945,,PC (Windows),GOG
Beholder 2,,amzn1.adg.product.351fef1f-8c92-4e26-a62e-9faea809705e,,PC (Windows),Amazon
PAYDAY 2,PEGI 18,218620,,PC (Windows),Steam
Hello Pollution!,,846120,,PC (Windows),Steam
2064: Read Only Memories,PEGI 16,f4e0c1dff48749fa9145c1585699e276,,PC (Windows),Epic
Crying Suns,,873940,,PC (Windows),Steam
Crypto Against All Odds,,amzn1.adg.product.d5f8ee2a-ecae-46dc-b620-52e54778c46f,,PC (Windows),Amazon
Shoppe Keep 2,,684580,,PC (Windows),Steam
Shadowrun Hong Kong,,41470cb5755440b8b55ec3f94351133a,,PC (Windows),Epic
"Shadowrun: Dragonfall - Director's Cut",PEGI 16,300550,,PC (Windows),Steam
Drunken Fight Simulator,,17333959,,PC (Windows),Indiegala
Conflict 3048,,1921950,,PC (Windows),Steam
Embr,,1062830,,PC (Windows),Steam
"Ollie & Bollie's Outdoor Estate",,"ollieandbolliesoutdoorestate_Ollie & Bollie's Outdoor Estate",,,Humble
Furi,PEGI 16,423230,,PC (Windows),Steam
Order of Battle: World War II,PEGI 7,312450,,PC (Windows),Steam
Teenagent,,1207658753,,PC (Windows),GOG
Greak: Memories of Azur,PEGI 7,2142923325,,PC (Windows),GOG
Magicka: Wizards of the Square Tablet,,247580,,PC (Windows),Steam
Tin Can,,1315980,,PC (Windows),Steam
Antihero,,c118e5a8-50eb-4090-8014-c96aaa200934,,PC (Windows),Amazon
Railroad Corporation,,797400,,PC (Windows),Steam
SUPERHOT,PEGI 12,Dory,,PC (Windows),Epic
Police Stories,PEGI 18,539470,,PC (Windows),Steam
Overlord: Raising Hell,,12710,,PC (Windows),Steam
Goodbye Deponia,PEGI 12,241910,,PC (Windows),Steam
Switchblade,,585630,,PC (Windows),Steam
Edge Of Eternity,PEGI 16,269190,,PC (Windows),Steam
Mimic Arena,,432620,,PC (Windows),Steam
Thomas Was Alone,PEGI 12,220780,,PC (Windows),Steam
Seasons after Fall,PEGI 3,366320,,PC (Windows),Steam
Sable,PEGI 3,9b48cbb1a0cf4a73b87ccbf4cde04b26,,PC (Windows),Epic
Cavern Escape,,546400,,PC (Windows),Steam
Before We Leave,,1073910,,PC (Windows),Steam
The Long Dark,PEGI 16,ed93b18355a84230938c705121c63661,,PC (Windows),Epic
Still There,,1063490,,PC (Windows),Steam
Beholder,,77616bb4-bb8e-4029-9ddf-b51a9e5b761d,,PC (Windows),Amazon
Anomaly Warzone Earth: Mobile Campaign,,anomalywarzoneearthmobilecampaign_pc_Anomaly Warzone Earth: Mobile Campaign,,,Humble
Anarchy Arcade,,266430,,PC (Windows),Steam
CryoFall,,829590,,PC (Windows),Steam
Yooka-Laylee,,96427040-1a7d-4884-a0dd-ed08bdaae57e,,PC (Windows),Amazon
"Hero's Hour",,amzn1.adg.product.10ea0731-48e5-452f-a5f3-7fccac3a0e9a,,PC (Windows),Amazon
DubWars,,cf14c339-f4fd-4ace-b066-9803987be077,,PC (Windows),Amazon
Black Forest,,523070,,PC (Windows),Steam
Trials Evolution Gold Edition,,220160,,PC (Windows),Steam
My Time at Portia,PEGI 7,Cobra,,PC (Windows),Epic
Assassin’s Creed IV Black Flag,PEGI 18,273,,PC (Windows),Ubisoft Connect
Leisure Suit Larry 6 - Shape Up Or Slip Out,,11896065,,PC (Windows),Indiegala
Earth 2150 Trilogy,,253880,,PC (Windows),Steam
"Assassin's Creed Syndicate",PEGI 18,1875,,PC (Windows),Ubisoft Connect
Mr. Prepper,,761830,,PC (Windows),Steam
Will Glow the Wisp,,640890,,PC (Windows),Steam
Frog Detective 1: The Haunted Island,,963000,,PC (Windows),Steam
Gunpoint,,206190,,PC (Windows),Steam
REVOLVER360 RE:ACTOR,,313400,,PC (Windows),Steam
Warsow,,1207659121,,PC (Windows),GOG
Tumblestone,,34cb556f-0855-4866-bcc0-3a12275d1247,,PC (Windows),Amazon
Pesterquest,,1144030,,PC (Windows),Steam
Game Tycoon 1.5,,273770,,PC (Windows),Steam
Thimbleweed Park,PEGI 12,Tulip,,PC (Windows),Epic
"Back to the Future: Ep 1 - It's About Time",,31290,,PC (Windows),Steam
Dungeons 3,,351fe5b32e22412d8fa41f4c7395fed1,,PC (Windows),Epic
Make it indie!,,357900,,PC (Windows),Steam
Dreaming Sarah,"PEGI 12, PEGI 7",296870,,PC (Windows),Steam
Gang Beasts,PEGI 7,285900,,PC (Windows),Steam
Nowhere Prophet,,681730,,PC (Windows),Steam
FEZ,PEGI 3,224760,,PC (Windows),Steam
Tiny Echo,,629770,,PC (Windows),Steam
Lords Of The Fallen,PEGI 16,265300,,PC (Windows),Steam
The Adventures of Tree,,354860,,PC (Windows),Steam
Autobahn Police Simulator,,348510,,PC (Windows),Steam
Tunche,,amzn1.adg.product.404a2c52-8e8e-4874-8f8d-2f75f105ab3a,,PC (Windows),Amazon
co-open,,coopen_trove,,PC (Windows),Humble
Overcooked,PEGI 3,448510,,PC (Windows),Steam
"Viscera Cleanup Detail: Santa's Rampage",,265210,,PC (Windows),Steam
ENDLESS Space - Definitive Edition,,208140,,PC (Windows),Steam
AVICII Invector,,939eb130-c1f3-4736-a8c3-114d4540ea6b,,PC (Windows),Amazon
Hollow Knight,PEGI 7,367520,,PC (Windows),Steam
Lost Horizon,,8bf7e683-9157-46e4-9744-2a8729841a12,,PC (Windows),Amazon
Zombie Army Trilogy,PEGI 18,301640,,PC (Windows),Steam
Blade Assault,,1367300,,PC (Windows),Steam
Splasher,PEGI 7,446840,,PC (Windows),Steam
Go! Go! Nippon! ~My First Trip to Japan~,,251870,,PC (Windows),Steam
"Ken Follett's The Pillars of the Earth",PEGI 16,819985835fd54090845e3083e28b77bb,,PC (Windows),Epic
Nex Machina,PEGI 12,404540,,PC (Windows),Steam
Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay ,PEGI 12,31180,,PC (Windows),Steam
Despotism 3k,,699920,,PC (Windows),Steam
Clickdraw Clicker,,541370,,PC (Windows),Steam
Q.U.B.E. 2,,b6dae532-9785-4db3-9364-2da90271cbf8,,PC (Windows),Amazon
Assassins Creed Syndicate,PEGI 18,Albacore,,PC (Windows),Epic
Yakuza 3 Remastered,,1088710,,PC (Windows),Steam
Trials Fusion,PEGI 12,245490,,PC (Windows),Steam
"God's Trigger",PEGI 16,488730,,PC (Windows),Steam
Narcos,,35eaad3d-6719-4b47-8461-c971fda8f7da,,PC (Windows),Amazon
Call of the Sea,,1042490,,PC (Windows),Steam
Alien: Isolation,,8935bb3e1420443a9789fe01758039a5,,PC (Windows),Epic
The Groundz,,thegroundz_The Groundz,,,Humble
Westerado: Double Barreled,,275200,,PC (Windows),Steam
"Cook, Serve, Delicious! 2!! DRM Free Build",,"cookservedelicious2drmfreebuild_RIVZy_Cook, Serve, Delicious! 2!! DRM Free Build",,,Humble
Motorcycle Travel Simulator,,1843420,,PC (Windows),Steam
Tengami,,285ee9a5-0bc8-4a6f-8415-aed4cf830e76,,PC (Windows),Amazon
"Deus Ex: Human Revolution - Director's Cut",PEGI 18,238010,,PC (Windows),Steam
X-COM: UFO Defense,PEGI 12,7760,,PC (Windows),Steam
Game of Thrones - A Telltale Games Series,PEGI 18,330840,,PC (Windows),Steam
Cubetractor,,235720,,PC (Windows),Steam
Zombies Beyond Me,,1652950,,PC (Windows),Steam
The Academy: First Riddle,,7f279a69-296c-4ab4-b82f-e4c0129c1b70,,PC (Windows),Amazon
Lost Castle,PEGI 12,434650,,PC (Windows),Steam
Knockout City,,1301210,,PC (Windows),Steam
The Elder Scrolls: Arena,PEGI 16,1435828982,,PC (Windows),GOG
Enter the Gungeon,,654f2d8c-54b9-4358-8a4b-05087d8e308b,,PC (Windows),Amazon
Tower 57,,530950,,PC (Windows),Steam
"Mail Mole + 'Xpress Deliveries",,amzn1.adg.product.a0be5d19-cccb-4afa-a79f-1ac6f1e41444,,PC (Windows),Amazon
AI War: Fleet Command,PEGI 3,40400,,PC (Windows),Steam
"It's SPEZY!",,435435,,PC (Windows),itch.io
Styx: Shards of Darkness,PEGI 16,355790,,PC (Windows),Steam
qop,,654900,,PC (Windows),Steam
ShipLord,,422250,,PC (Windows),Steam
Rustler,,844260,,PC (Windows),Steam
Super Sidekicks,,amzn1.adg.product.5752cc6f-88c1-4e96-9a1c-04eaedb34ddf,,PC (Windows),Amazon
Sluggish Morss Pattern Circus,,sluggishmorsspatterncircus_Sluggish Morss Pattern Circus,,,Humble
Faeria,PEGI 7,Vulture,,PC (Windows),Epic
Unparallel,,unparallel_trove,,PC (Windows),Humble
Wonder Boy The Dragons Trap,,4c30fe9841264abfb120b581d061a8fd,,PC (Windows),Epic
Submerged Hidden Depths,PEGI 7,2fb0eae795104757977dfe8f93b5e593,,PC (Windows),Epic
Beat Hazard 2,,618740,,PC (Windows),Steam
POSTAL 2,,223470,,PC (Windows),Steam
Resident Evil 6,PEGI 18,221040,,PC (Windows),Steam
Hard Reset Redux,,3bd6c38e-24be-4609-8811-adbd2a993f07,,PC (Windows),Amazon
Squirrelmageddon!,,1470670,,PC (Windows),Steam
SMITE,PEGI 12,386360,,PC (Windows),Steam
Turbo Golf Racing,,1324350,,PC (Windows),Steam
Hotshot Racing,,609920,,PC (Windows),Steam
Syndicate Wars,,1207659193,,PC (Windows),GOG
Stronghold HD,PEGI 12,1207658712,,PC (Windows),GOG
Motorsport Manager,PEGI 3,415200,,PC (Windows),Steam
Merchant of the Skies,,1040070,,PC (Windows),Steam
Outcast Second Contact,,b3c36d32-49d9-4038-b7f3-a1ae9aa79c66,,PC (Windows),Amazon
GOD EATER 2 Rage Burst,PEGI 16,438490,,PC (Windows),Steam
Black Widow: Recharged,PEGI 3,a21fd90517bf428eb7c995a8c3261722,,PC (Windows),Epic
Mind Scanners,,1389550,,PC (Windows),Steam
Pathfinder: Wrath of the Righteous - Enhanced Edition,,1184370,,PC (Windows),Steam
STEEP,PEGI 12,3279,,PC (Windows),Ubisoft Connect
Silent Nights,,1964372,,PC (Windows),itch.io
SOMA,PEGI 16,1439487606,,PC (Windows),GOG
Qbeh-1: The Atlas Cube,,252550,,PC (Windows),Steam
Levelhead,,792710,,PC (Windows),Steam
Dead In Vinland,PEGI 16,573120,,PC (Windows),Steam
Tormentor X Punisher,,Goby,,PC (Windows),Epic
Headlander,PEGI 12,340000,,PC (Windows),Steam
Struggling,,1035560,,PC (Windows),Steam
Jagged Alliance Gold,,283270,,PC (Windows),Steam
Broforce,PEGI 16,274190,,PC (Windows),Steam
Bloons TD 6,,960090,,PC (Windows),Steam
Rainy Season,,rainyseason_trove,,PC (Windows),Humble
Grow: Song of the Evertree,,1380420,,PC (Windows),Steam
Generation Zero,,704270,,PC (Windows),Steam
Desert Child - DRM-free,,desertchild_drm_free_3m0fm_Desert Child - DRM-free,,,Humble
Welcome To The Madhouse,,1795734,,PC (Windows),itch.io
Skully,,1249110,,PC (Windows),Steam
Supraland,,813630,,PC (Windows),Steam
Caffeine,,caffeine_Caffeine,,,Humble
Bee Simulator,,914750,,PC (Windows),Steam
State of Mind,PEGI 16,437630,,PC (Windows),Steam
Titanfall,PEGI 16,Origin.OFR.50.0000488,,PC (Windows),EA app
F.E.A.R.,PEGI 18,21090,,PC (Windows),Steam
Destroy All Humans!,,803330,,PC (Windows),Steam
Saturnalia,PEGI 16,Cobia,,PC (Windows),Epic
Sunblaze,PEGI 16,1763369377,,PC (Windows),GOG
"Cook, Serve, Delicious! 2!!",PEGI 7,386620,,PC (Windows),Steam
ARK: Survival Evolved,PEGI 16,346110,,PC (Windows),Steam
Chronicles of Mystery: The Scorpio Ritual,,34800,,PC (Windows),Steam
Metal Unit,,amzn1.adg.product.16da152f-0092-4b62-8cfe-374b7b8787b3,,PC (Windows),Amazon
Five Dates,,1353270,,PC (Windows),Steam
Zup! 2,,562220,,PC (Windows),Steam
Siege Survival: Gloria Victis,,1167140,,PC (Windows),Steam
Hitman 2: Silent Assassin,PEGI 16,6850,,PC (Windows),Steam
"Hellblade: Senua's Sacrifice VR Edition",,747350,,PC (Windows),Steam
Hearthstone,,WTCG,,PC (Windows),Battle.net
Sleeping Valley,,538590,,PC (Windows),Steam
Before I Forget,PEGI 7,beforeiforget_Before I Forget,,,Humble
VoidExpanse,,324260,,PC (Windows),Steam
"Fragment's Moonrise",,1297660,,PC (Windows),Steam
Bone: The Great Cow Race,,8320,,PC (Windows),Steam
Retrowave,,1239690,,PC (Windows),Steam
"Healer's Quest",,c5ee3ad3-eb8f-481f-84f0-89ac59508064,,PC (Windows),Amazon
Control Ultimate Edition,,870780,,PC (Windows),Steam
Clicker bAdventure,,736430,,PC (Windows),Steam
Sam & Max 302: The Tomb of Sammun-Mak,PEGI 12,31230,,PC (Windows),Steam
Override,,709440,,PC (Windows),Steam
Die Young,PEGI 18,18798039,,PC (Windows),Indiegala
Divine Knockout,,2a7875f5060d4381af355104773ca649,,PC (Windows),Epic
"Filthy, Stinking, Orcs!",,590560,,PC (Windows),Steam
Hue,PEGI 3,Herring,,PC (Windows),Epic
Amnesia: The Dark Descent,PEGI 16,57300,,PC (Windows),Steam
Sam & Max 305: The City that Dares not Sleep,PEGI 12,31260,,PC (Windows),Steam
The Walking Dead: Season Two,,632a1869-fcfe-4a96-b7f2-47057a7d6daf,,PC (Windows),Amazon
Starship Annihilator,,525300,,PC (Windows),Steam
UnMetal,,1203710,,PC (Windows),Steam
Unholy Heights,PEGI 3,249330,,PC (Windows),Steam
Fluffy Horde,,777880,,PC (Windows),Steam
For Honor,PEGI 18,569,,PC (Windows),Ubisoft Connect
Shock Troopers: 2nd Squad,,6350f1e0-29e9-4186-af20-d9c6d95e6032,,PC (Windows),Amazon
Glacier 3: The Meltdown,,267940,,PC (Windows),Steam
Polygolf,,1458960,,PC (Windows),Indiegala
"Gremlins, Inc.",,369990,,PC (Windows),Steam
Sniper Ghost Warrior 2,,34870,,PC (Windows),Steam
Desktop Dungeons,,226620,,PC (Windows),Steam
One Step from Eden Exclusive Sneak Peek,,onestepfromeden_exclusivedemo_One Step from Eden Exclusive Sneak Peek,,,Humble
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,,970830,,PC (Windows),Steam
Zwei: The Arges Adventure,,427680,,PC (Windows),Steam
Syzygy,,syzygy_trove,,PC (Windows),Humble
LEGO Batman 2 DC Super Heroes,PEGI 7,Grackle,,PC (Windows),Epic
Deleveled,,1045580,,PC (Windows),Steam
Battle Chef Brigade Deluxe,,939d5b72-b8b5-46ed-be07-b469c8dcad8a,,PC (Windows),Amazon
Severed Steel,PEGI 16,7179f095efcc4f92a950a6d9dbd9c602,,PC (Windows),Epic
Pillars of Eternity,PEGI 16,291650,,PC (Windows),Steam
while True: learn(),PEGI 3,4f272a49a39742b795d63e1f483a7c7d,,PC (Windows),Epic
Witcheye,,0fd0cced-4200-4d1c-9584-e43640f6560e,,PC (Windows),Amazon
Brütal Legend,PEGI 18,225260,,PC (Windows),Steam
SEUM: Speedrunners from Hell,,80be6c5e-7328-471c-924e-b4e9eb75d512,,PC (Windows),Amazon
Bejeweled 3,,OFB-EAST:49753,,PC (Windows),EA app
Passpartout: The Starving Artist,PEGI 3,582550,,PC (Windows),Steam
Serial Cleaner,,6e99c309-1eae-42c5-834a-eceb0b1b5166,,PC (Windows),Amazon
7 Days to Die,PEGI 18,251570,,PC (Windows),Steam
Jotun: Valhalla Edition,PEGI 12,1458127099,,PC (Windows),GOG
The Last Tinker,,a1deb5e2-8d45-4836-a64a-672cd4ce5a81,,PC (Windows),Amazon
Naiad,PEGI 3,naiad_trove,,PC (Windows),Humble
We. The Revolution,,amzn1.adg.product.2567ea69-d0ac-41d5-bc5f-6cafb38caecf,,PC (Windows),Amazon
Algo Bot,,e10a6883-3afc-4e14-ba19-6fd0e208677e,,PC (Windows),Amazon
SONG OF HORROR,,1096570,,PC (Windows),Steam
Remnant: From the Ashes,PEGI 16,b4a0d2d15acb4db894a599b810297543,,PC (Windows),Epic
OpenTTD,,1293297882,,PC (Windows),GOG
Deiland,,760620,,PC (Windows),Steam
MORDHAU,PEGI 18,2e26af55c1a146e7a939dcc1014fc9fd,,PC (Windows),Epic
Starbound,PEGI 12,211820,,PC (Windows),Steam
A Good Snowman Is Hard To Build,,f0dfdbe9-f3fa-456f-a2ae-4b38b78bb0a6,,PC (Windows),Amazon
Trek to Yomi,,1370050,,PC (Windows),Steam
Mutant Year Zero Road to Eden,PEGI 16,Falcon,,PC (Windows),Epic
Black Book,,1138660,,PC (Windows),Steam
Okhlos: Omega,,400180,,PC (Windows),Steam
Rapture Rejects,,686600,,PC (Windows),Steam
Zup! 9,,1098340,,PC (Windows),Steam
Dead Space (2008),PEGI 18,17470,,PC (Windows),Steam
OlliOlli World,,1190170,,PC (Windows),Steam
Wallace & Gromit: The Bogey Man,,amzn1.adg.product.1ca2ce77-12c9-418c-9171-fea597bdfe54,,PC (Windows),Amazon
Treasure Adventure Game,,1207659013,,PC (Windows),GOG
Röki,,1067540,,PC (Windows),Steam
12 is Better Than 6 DRM-free build,,12_is_better_than_6_drmfree_build_oLb69_12 is Better Than 6 DRM-free build,,,Humble
Demon Turf,,1325900,,PC (Windows),Steam
Mass Effect 2,,Origin.OFR.50.0005262,,PC (Windows),EA app
The Dark Pictures Anthology: House of Ashes,,1281590,,PC (Windows),Steam
Bang Bang Racing,,amzn1.adg.product.e13c50c9-d548-4e6f-a85a-7f70308279e8,,PC (Windows),Amazon
Fallen,PEGI 7,570890,,PC (Windows),Steam
Blacksmith,,787840,,PC (Windows),Steam
Exos Heroes,,1687760,,PC (Windows),Steam
The Elder Scrolls III: Morrowind,PEGI 12,22320,,PC (Windows),Steam
Back to the Future: Ep 5 - OUTATIME,,94530,,PC (Windows),Steam
Hood Outlaws and Legends,PEGI 18,098f5323a3994362b6c68503d8cf3d57,,PC (Windows),Epic
Project Warlock,,ee7f090a-e9a2-4635-9636-4a9249b8771c,,PC (Windows),Amazon
Close to the Sun,,01c9088e-3278-4634-89d6-2a5074b64296,,PC (Windows),Amazon
Viscera Cleanup Detail,,246900,,PC (Windows),Steam
Warlock - Master of the Arcane,PEGI 12,203630,,PC (Windows),Steam
Project: Name,,2027400,,PC (Windows),Steam
Torchlight,PEGI 12,41500,,PC (Windows),Steam
Warsaw,,b5750a8c-652f-4a83-8bfc-82c5eb16fbf5,,PC (Windows),Amazon
Awesomenauts,PEGI 12,204300,,PC (Windows),Steam
Downwell,,fc061199-b7e3-43f7-a99c-3e00f18a1796,,PC (Windows),Amazon
Cyberpunk 2077 & Phantom Liberty Goodies Collection,,1774891642,,PC (Windows),GOG
Knights of Honor II - Goodie Pack,,2025338183,,PC (Windows),GOG
Wallace & Gromit: Muzzled!,,amzn1.adg.product.2ff3bc13-075b-42a0-bd4b-5d434848fb30,,PC (Windows),Amazon
Quake 4,PEGI 18,1836059896,,PC (Windows),GOG
Ashes of the Singularity: Escalation,PEGI 7,507490,,PC (Windows),Steam
The Window Box,,950850,,PC (Windows),Steam
Torchlight II,PEGI 12,200710,,PC (Windows),Steam
TyranoBuilder Visual Novel Studio,,345370,,PC (Windows),Steam
Newfound Courage,,670651a7-1fb1-4e8f-ab17-caee6bd2f5a9,,PC (Windows),Amazon
Train Valley 2,PEGI 3,602320,,PC (Windows),Steam
